Frame,Time,M Gaze,P1 Gaze,P2 Gaze,M ASR,P1 ASR,P2 ASR,
1863,37.26,,,O2,,,,
1864,37.28,,,O2,,,,
1865,37.3,,,O2,,,,
1866,37.32,,,O2,,,,
1867,37.34,,,O2,,,,
1868,37.36,,,O2,,,,
1869,37.38,,,O2,,,,
1870,37.4,,,O2,,,,
1871,37.42,,,O2,,,,
1872,37.44,,,O2,,,,
1873,37.46,,,O2,,,,
1874,37.48,,,O2,,,,
1875,37.5,,,O2,,,,
1876,37.52,,,O2,,,,
1877,37.54,,,O2,,,,
1878,37.56,,,O2,,,,
1879,37.58,,,O2,,,,
1880,37.6,,,O2,,,,
1881,37.62,,,O2,,,,
1882,37.64,,,O2,,,,
1883,37.66,,,O2,,,,
1884,37.68,,,O2,,,,
1885,37.7,,,O2,,,,
1886,37.72,,,O2,,,,
1887,37.74,,,O2,,,,
1888,37.76,,,O2,,,,
1889,37.78,,,O2,,,,
1890,37.8,,,O2,,,,
1891,37.82,,,O2,,,,
1892,37.84,,,O2,,,,
1893,37.86,,,O2,,,,
1894,37.88,,,O2,,,,
1895,37.9,,,O2,,,,
1896,37.92,,,O2,,,,
1897,37.94,,,O2,,,,
1898,37.96,,,O2,,,,
1899,37.98,,,O2,,,,
1900,38,,,,,,,
1901,38.02,,,,,,,
1902,38.04,,,,,,,
1903,38.06,,,,,,,
1904,38.08,,,,,,,
1905,38.1,,,,,,,
1906,38.12,,,,,,,
1907,38.14,,,,,,,
1908,38.16,,,,,,,
1909,38.18,,,,,,,
1910,38.2,,,,,,,
1911,38.22,,,,,,,
1912,38.24,,,,,,,
1913,38.26,,,,,,,
1914,38.28,,,,,,,
1915,38.3,,,,,,,
1916,38.32,,,,,,,
1917,38.34,,,,,,,
1918,38.36,,,,,,,
1919,38.38,,,,,,,
1920,38.4,,,,,,,
1921,38.42,,,,,,,
1922,38.44,,,,,,,
1923,38.46,,,,,,,
1924,38.48,,,,,,,
1925,38.5,,,,,,,
1926,38.52,,,,,,,
1927,38.54,,,,,,,
1928,38.56,,,,,,,
1929,38.58,,,,,,,
1930,38.6,,,,,,,
1931,38.62,,,,,,,
1932,38.64,,,,,,,
1933,38.66,,,,,,,
1934,38.68,,,,,,,
1935,38.7,,,,,,,
1936,38.72,,,,,,,
1937,38.74,,,,,,,
1938,38.76,,,,,,,
1939,38.78,,,,,,,
1940,38.8,,,,,,,
1941,38.82,,,,,,,
1942,38.84,,,,,,,
1943,38.86,,,,,,,
1944,38.88,,,,,,,
1945,38.9,,,,,,,
1946,38.92,,,,,,,
1947,38.94,,,,,,,
1948,38.96,,,,,,,
1949,38.98,,,,,,,
1950,39,,,,,,,
1951,39.02,,,,,,,
1952,39.04,,,,,,,
1953,39.06,,,,,,,
1954,39.08,,,,,,,
1955,39.1,,,,,,,
1956,39.12,,,,,,,
1957,39.14,,,,,,,
1958,39.16,,,,,,,
1959,39.18,,,,,,,
1960,39.2,,,,,,,
1961,39.22,,,,,,,
1962,39.24,,,,,,,
1963,39.26,,,,,,,
1964,39.28,,,,,,,
1965,39.3,,,,,,,
1966,39.32,,,,,,,
1967,39.34,,,,,,,
1968,39.36,,,,,,,
1969,39.38,,,,,,,
1970,39.4,O6,,,,,,
1971,39.42,O6,,,,,,
1972,39.44,O6,,,,,,
1973,39.46,O6,,,,,,
1974,39.48,O6,,,,,,
1975,39.5,O6,,,,,,
1976,39.52,O6,,,,,,
1977,39.54,O6,,,,,,
1978,39.56,O6,,,,,,
1979,39.58,O6,,,,,,
1980,39.6,O6,,,,,,
1981,39.62,O6,,,,,,
1982,39.64,O6,,,,,,
1983,39.66,O6,,,,,,
1984,39.68,O6,,,,,,
1985,39.7,O6,,,,,,
1986,39.72,O6,,,,,,
1987,39.74,O6,,,,,,
1988,39.76,O6,,,,,,
1989,39.78,O6,,,,,,
1990,39.8,O6,,,,,,
1991,39.82,O6,,,,,,
1992,39.84,O6,,,,,,
1993,39.86,O6,,,,,,
1994,39.88,O6,,,,,,
1995,39.9,O6,,,,,,
1996,39.92,O6,,,,,,
1997,39.94,O6,,,,,,
1998,39.96,,,,,,,
1999,39.98,,,,,,,
2000,40,,,,,,,
2001,40.02,,,,,,,
2002,40.04,,,,,,,
2003,40.06,,,,,,,
2004,40.08,,,,,,,
2005,40.1,,,,,,,
2006,40.12,,,,,,,
2007,40.14,,,,,,,
2008,40.16,,,,,,,
2009,40.18,,,,,,,
2010,40.2,,,,,,,
2011,40.22,,,,,,,
2012,40.24,,,,,,,
2013,40.26,O6,,,,,,
2014,40.28,O6,,,,,,
2015,40.3,O6,,,,,,
2016,40.32,O6,,,,,,
2017,40.34,O6,,,,,,
2018,40.36,O6,,,,,,
2019,40.38,O6,,,,,,
2020,40.4,O6,,,,,,
2021,40.42,O6,,,,,,
2022,40.44,O6,,,,,,
2023,40.46,O6,,,,,,
2024,40.48,O6,,,,,,
2025,40.5,O6,,,,,,
2026,40.52,O6,,,,,,
2027,40.54,O6,,,,,,
2028,40.56,O6,,,,,,
2029,40.58,O6,,,,,,
2030,40.6,O6,,,,,,
2031,40.62,O6,,,,,,
2032,40.64,O6,,,,,,
2033,40.66,O6,,,,,,
2034,40.68,,,,,,,
2035,40.7,,,,,,,
2036,40.72,,,,,,,
2037,40.74,,,,,,,
2038,40.76,,,,,,,
2039,40.78,,,,,,,
2040,40.8,,,,,,,
2041,40.82,,,,,,,
2042,40.84,,,,,,,
2043,40.86,,,,,,,
2044,40.88,,,,,,,
2045,40.9,O6,,,,,,
2046,40.92,O6,,,,,,
2047,40.94,O6,,,,,,
2048,40.96,O6,,,,,,
2049,40.98,O6,,,,,,
2050,41,O6,,,,,,
2051,41.02,O6,,,,,,
2052,41.04,O6,,,,,,
2053,41.06,O6,,,,,,
2054,41.08,O6,,,,,,
2055,41.1,O6,,,,,,
2056,41.12,O6,,,,,,
2057,41.14,O6,,,,,,
2058,41.16,O6,,,,,,
2059,41.18,O6,,,,,,
2060,41.2,O6,,,,,,
2061,41.22,O6,,,,,,
2062,41.24,O6,,,,,,
2063,41.26,O6,,,,,,
2064,41.28,O6,,,,,,
2065,41.3,O6,,,,,,
2066,41.32,O6,,,,,,
2067,41.34,O6,,,,,,
2068,41.36,O6,,,,,,
2069,41.38,O6,,,,,,
2070,41.4,O6,,,,,,
2071,41.42,O6,,,,,,
2072,41.44,O6,,,,,,
2073,41.46,O6,,,,,,
2074,41.48,O6,,,,,,
2075,41.5,O6,,,,,,
2076,41.52,O6,,,,,,
2077,41.54,O6,,,,,,
2078,41.56,O6,,,,,,
2079,41.58,O6,,,,,,
2080,41.6,O6,,,,,,
2081,41.62,O6,,,,,,
2082,41.64,O6,,,,,,
2083,41.66,O6,,,,,,
2084,41.68,O6,,,,,,
2085,41.7,O6,,,,,,
2086,41.72,O6,,,,,,
2087,41.74,O6,,,,,,
2088,41.76,O6,,,,,,
2089,41.78,O6,,,,,,
2090,41.8,O6,,,,,,
2091,41.82,O6,,,,,,
2092,41.84,O6,,,,,,
2093,41.86,O6,,,,,,
2094,41.88,O6,,,,,,
2095,41.9,O6,,,,,,
2096,41.92,O6,,,,,,
2097,41.94,O6,,,,,,
2098,41.96,O6,,,,,,
2099,41.98,O6,,,,,,
2100,42,O6,,,,,,
2101,42.02,O6,,,,,,
2102,42.04,O6,,,,,,
2103,42.06,O6,,,,,,
2104,42.08,O6,,,,,,
2105,42.1,O6,,,,,,
2106,42.12,O6,,,,,,
2107,42.14,O6,,,,,,
2108,42.16,O6,,,,,,
2109,42.18,O6,,,,,,
2110,42.2,O6,,,,,,
2111,42.22,O6,,,,,,
2112,42.24,O6,,,,,,
2113,42.26,O6,,,,,,
2114,42.28,O6,,,,,,
2115,42.3,O6,,,,,,
2116,42.32,O6,,,,,,
2117,42.34,O6,,,,,,
2118,42.36,O6,,,,,,
2119,42.38,O6,,,,,,
2120,42.4,O6,,,,,,
2121,42.42,O6,,,,,,
2122,42.44,O6,,,,,,
2123,42.46,O6,,,,,,
2124,42.48,O6,,,,,,
2125,42.5,O6,,,,,,
2126,42.52,O6,,,,,,
2127,42.54,O6,,,,,,
2128,42.56,O6,,,,,,
2129,42.58,O6,,,,,,
2130,42.6,O6,,,,,,
2131,42.62,O6,,,,,,
2132,42.64,O6,,,,,,
2133,42.66,O6,,,,,,
2134,42.68,O6,,,,,,
2135,42.7,O6,,,,,,
2136,42.72,O6,,,,,,
2137,42.74,O6,,,,,,
2138,42.76,O6,,,,,,
2139,42.78,O6,,,,,,
2140,42.8,O6,,,,,,
2141,42.82,O6,,,,,,
2142,42.84,O6,,,,,,
2143,42.86,O6,,,,,,
2144,42.88,,,,,,,
2145,42.9,,,,,,,
2146,42.92,,,,,,,
2147,42.94,,,,,,,
2148,42.96,,,,,,,
2149,42.98,,,,,,,
2150,43,,,,,,,
2151,43.02,,,,,,,
2152,43.04,,,,,,,
2153,43.06,,,,,,,
2154,43.08,,,,,,,
2155,43.1,,,,,,,
2156,43.12,,,,,,,
2157,43.14,,,,,,,
2158,43.16,,,,,,,
2159,43.18,,,,,,,
2160,43.2,,,,,,,
2161,43.22,,,,,,,
2162,43.24,,,,,,,
2163,43.26,,,,,,,
2164,43.28,,,,,,,
2165,43.3,,,,,,,
2166,43.32,,,,,,,
2167,43.34,,,,,,,
2168,43.36,,,,,,,
2169,43.38,,,,,,,
2170,43.4,,,,,,,
2171,43.42,O6,,,,,,
2172,43.44,O6,,,,,,
2173,43.46,O6,,,,,,
2174,43.48,O6,,,,,,
2175,43.5,O6,,,,,,
2176,43.52,O6,,,,,,
2177,43.54,O6,,,,,,
2178,43.56,O6,,,,,,
2179,43.58,O6,,,,,,
2180,43.6,O6,,,,,,
2181,43.62,O6,,,,,,
2182,43.64,O6,,,,,,
2183,43.66,O6,,,,,,
2184,43.68,O6,,,,,,
2185,43.7,O6,,,,,,
2186,43.72,O6,,,,,,
2187,43.74,O6,,,,,,
2188,43.76,O6,,,,,,
2189,43.78,O6,,,,,,
2190,43.8,O6,,,,,,
2191,43.82,O6,,,,,,
2192,43.84,O6,,,,,,
2193,43.86,O6,,,,,,
2194,43.88,O6,,,,,,
2195,43.9,O6,,,,,,
2196,43.92,O6,,,,,,
2197,43.94,O6,,,,,,
2198,43.96,O6,,,,,,
2199,43.98,O6,,,,,,
2200,44,O6,,,,,,
2201,44.02,O6,,,,,,
2202,44.04,O6,,,,,,
2203,44.06,O6,,,,,,
2204,44.08,O6,,,,,,
2205,44.1,O6,,,,,,
2206,44.12,O6,,,,,,
2207,44.14,O6,,,,,,
2208,44.16,O6,,,,,,
2209,44.18,O6,,,,,,
2210,44.2,O6,O4,,,,,
2211,44.22,O6,O4,,,,,
2212,44.24,O6,O4,,,,,
2213,44.26,O6,O4,,,,,
2214,44.28,O6,O4,,,,,
2215,44.3,O6,O4,,,,,
2216,44.32,O6,O4,,,,,
2217,44.34,O6,O4,,,,,
2218,44.36,O6,O4,,,,,
2219,44.38,O6,O4,,,,,
2220,44.4,O6,O4,,,,,
2221,44.42,O6,O4,,,,,
2222,44.44,O6,O4,,,,,
2223,44.46,O6,O4,,,,,
2224,44.48,O6,O4,,,,,
2225,44.5,O6,O4,,,,,
2226,44.52,O6,O4,,,,,
2227,44.54,O6,O4,,,,,
2228,44.56,O6,,,,,,
2229,44.58,O6,,,,,,
2230,44.6,O6,,,,,,
2231,44.62,O6,,,,,,
2232,44.64,O6,,,,,,
2233,44.66,O6,,,,,,
2234,44.68,O6,,,,,,
2235,44.7,O6,,,,,,
2236,44.72,O6,,,,,,
2237,44.74,O6,,,,,,
2238,44.76,O6,,,,,,
2239,44.78,O6,,,,,,
2240,44.8,O6,,,,,,
2241,44.82,O6,,,,,,
2242,44.84,O6,,,,,,
2243,44.86,O6,,,,,,
2244,44.88,O6,,,,,,
2245,44.9,O6,,,,,,
2246,44.92,O6,,,,,,
2247,44.94,O6,,,,,,
2248,44.96,O6,,,,,,
2249,44.98,O6,,,,,,
2250,45,O6,,,,,,
2251,45.02,O6,,,,,,
2252,45.04,O6,,,,,,
2253,45.06,O6,,,,,,
2254,45.08,O6,,,,,,
2255,45.1,O6,,,,,,
2256,45.12,O6,,,,,,
2257,45.14,O6,,,,,,
2258,45.16,,,,,,,
2259,45.18,,,,,,,
2260,45.2,,,,,,,
2261,45.22,,,,,,,
2262,45.24,,,,,,,
2263,45.26,,,,,,,
2264,45.28,,,,,,,
2265,45.3,,,,,,,
2266,45.32,,,,,,,
2267,45.34,,,,,,,
2268,45.36,,,,,,,
2269,45.38,,,,,,,
2270,45.4,,,,,,,
2271,45.42,,,,,,,
2272,45.44,,,,,,,
2273,45.46,,,,,,,
2274,45.48,,,,,,,
2275,45.5,,,,,,,
2276,45.52,O6,,,,,,
2277,45.54,O6,,,,,,
2278,45.56,O6,,,,,,
2279,45.58,O6,,O6,,,,
2280,45.6,O6,,O6,,,,
2281,45.62,O6,,O6,,,,
2282,45.64,O6,,O6,,,,
2283,45.66,O6,,O6,,,,
2284,45.68,O6,,O6,,,,
2285,45.7,O6,,O6,,,,
2286,45.72,O6,,O6,,,,
2287,45.74,O6,,O6,,,,
2288,45.76,O6,,O6,,,,
2289,45.78,O6,,O6,,,,
2290,45.8,O6,,O6,,,,
2291,45.82,O6,,O6,,,,
2292,45.84,O6,,O6,,,,
2293,45.86,O6,,O6,,,,
2294,45.88,O6,,O6,,,,
2295,45.9,O6,,O6,,,,
2296,45.92,O6,,O6,,,,
2297,45.94,O6,,O6,,,,
2298,45.96,O6,,O6,,,,
2299,45.98,O6,,O6,,,,
2300,46,O6,,O6,,,,
2301,46.02,,,O6,,,,
2302,46.04,,,O6,,,,
2303,46.06,,,O6,,,,
2304,46.08,,,O6,,,,
2305,46.1,,,O6,,,,
2306,46.12,,,O6,,,,
2307,46.14,,O3,O6,,,,
2308,46.16,,O3,O6,,,,
2309,46.18,,O3,O6,,,,
2310,46.2,,O3,O6,,,,
2311,46.22,,O3,O6,,,,
2312,46.24,,O3,O6,,,,
2313,46.26,,O3,O6,,,,
2314,46.28,,O3,O6,,,,
2315,46.3,,O3,O6,,,,
2316,46.32,,O3,O6,,,,
2317,46.34,,O3,O6,,,,
2318,46.36,,O3,O6,,,,
2319,46.38,,O3,O6,,,,
2320,46.4,,O3,O6,,,,
2321,46.42,,O3,O6,,,,
2322,46.44,,,O6,,,,
2323,46.46,,,O6,,,,
2324,46.48,,,O6,,,,
2325,46.5,,,O6,,,,
2326,46.52,,,O6,,,,
2327,46.54,,,O6,,,,
2328,46.56,,,O6,,,,
2329,46.58,,,O6,,,,
2330,46.6,,,O6,,,,
2331,46.62,,,O6,,,,
2332,46.64,,,O6,,,,
2333,46.66,,,O6,,,,
2334,46.68,,,O6,,,,
2335,46.7,,,O6,,,,
2336,46.72,,,O6,,,,
2337,46.74,,,O6,,,,
2338,46.76,,,O6,,,,
2339,46.78,,,O6,,,,
2340,46.8,,,O6,,,,
2341,46.82,,,O6,,,,
2342,46.84,,,O6,,,,
2343,46.86,,,O6,,,,
2344,46.88,,,O6,,,,
2345,46.9,,,O6,,,,
2346,46.92,,,O6,,,,
2347,46.94,,,O6,,,,
2348,46.96,,,O6,,,,
2349,46.98,,,O6,,,,
2350,47,,,O6,,,,
2351,47.02,,,O6,,,,
2352,47.04,,,O6,,,,
2353,47.06,,,O6,,,,
2354,47.08,,,O6,,,,
2355,47.1,,,O6,,,,
2356,47.12,,,O6,,,,
2357,47.14,,,O6,,,,
2358,47.16,,,,,,,
2359,47.18,,,,,,,
2360,47.2,,,,,,,
2361,47.22,,,,,,,
2362,47.24,,,,,,,
2363,47.26,,,,,,,
2364,47.28,,,,,,,
2365,47.3,O6,,,,,,
2366,47.32,O6,,,,,,
2367,47.34,O6,,,,,,
2368,47.36,O6,,,,,,
2369,47.38,O6,,,,,,
2370,47.4,O6,,,,,,
2371,47.42,O6,,,,,,
2372,47.44,O6,,,,,,
2373,47.46,O6,,,,,,
2374,47.48,O6,,,,,,
2375,47.5,O6,,,,,,
2376,47.52,O6,,,,,,
2377,47.54,O6,,,,,,
2378,47.56,O6,,,,,,
2379,47.58,O6,,,,,,
2380,47.6,O6,,,,,,
2381,47.62,O6,,,,,,
2382,47.64,O6,,,,,,
2383,47.66,O6,,,,,,
2384,47.68,O6,,,,,,
2385,47.7,O6,,,,,,
2386,47.72,O6,,,,,,
2387,47.74,O6,,,,,,
2388,47.76,O6,,,,,,
2389,47.78,O6,,,,,,
2390,47.8,O6,,,,,,
2391,47.82,O6,,,,,,
2392,47.84,O6,,,,,,
2393,47.86,O6,,,,,,
2394,47.88,O6,,,,,,
2395,47.9,O6,,O6,,,,
2396,47.92,O6,,O6,,,,
2397,47.94,O6,,O6,,,,
2398,47.96,O6,,O6,,,,
2399,47.98,O6,,O6,,,,
2400,48,O6,,O6,,,,
2401,48.02,O6,,O6,,,,
2402,48.04,O6,,O6,,,,
2403,48.06,O6,,O6,,,,
2404,48.08,O6,,O6,,,,
2405,48.1,O6,,O6,,,,
2406,48.12,O6,,O6,,,,
2407,48.14,O6,,O6,,,,
2408,48.16,O6,,O6,,,,
2409,48.18,O6,,O6,,,,
2410,48.2,O6,,O6,,,,
2411,48.22,O6,,O6,,,,
2412,48.24,O6,,O6,,,,
2413,48.26,O6,,O6,,,,
2414,48.28,O6,,O6,,,,
2415,48.3,O6,,O6,,,,
2416,48.32,O6,,O6,,,,
2417,48.34,O6,,O6,,,,
2418,48.36,O6,,O6,,,,
2419,48.38,O6,,O6,,,,
2420,48.4,O6,,O6,,,,
2421,48.42,O6,,O6,,,,
2422,48.44,O6,,O6,,,,
2423,48.46,O6,,O6,,,,
2424,48.48,O6,,O6,,,,
2425,48.5,O6,,O6,,,,
2426,48.52,O6,,O6,,,,
2427,48.54,O6,,O6,,,,
2428,48.56,O6,,O6,,,,
2429,48.58,O6,,O6,,,,
2430,48.6,O6,,O6,,,,
2431,48.62,O6,,O6,,,,
2432,48.64,O6,,O6,,,,
2433,48.66,O6,,O6,,,,
2434,48.68,O6,,O6,,,,
2435,48.7,O6,,O6,,,,
2436,48.72,O6,,O6,,,,
2437,48.74,O6,,O6,,,,
2438,48.76,O6,,O6,,,,
2439,48.78,O6,,O6,,,,
2440,48.8,O6,,O6,,,,
2441,48.82,O6,,O6,,,,
2442,48.84,O6,,O6,,,,
2443,48.86,O6,,O6,,,,
2444,48.88,O6,,O6,,,,
2445,48.9,O6,,O6,,,,
2446,48.92,O6,,O6,,,,
2447,48.94,O6,,O6,,,,
2448,48.96,O6,O3,O6,,,,
2449,48.98,O6,O3,O6,,,,
2450,49,O6,O3,O6,,,,
2451,49.02,O6,O3,O6,,,,
2452,49.04,O6,O3,O6,,,,
2453,49.06,O6,O3,O6,,,,
2454,49.08,O6,O3,O6,,,,
2455,49.1,O6,O3,O6,,,,
2456,49.12,O6,O3,O6,,,,
2457,49.14,O6,O3,O6,,,,
2458,49.16,O6,O3,O6,,,,
2459,49.18,O6,O3,O6,,,,
2460,49.2,O6,O3,O6,,,,
2461,49.22,O6,O3,O6,,,,
2462,49.24,O6,O3,O6,,,,
2463,49.26,O6,O3,O6,,,,
2464,49.28,O6,O3,O6,,,,
2465,49.3,O6,O3,O6,,,,
2466,49.32,O6,O3,,,,,
2467,49.34,O6,O3,,,,,
2468,49.36,O6,O3,,,,,
2469,49.38,O6,O3,,,,,
2470,49.4,O6,O3,,,,,
2471,49.42,O6,O3,,,,,
2472,49.44,O6,O3,,,,,
2473,49.46,O6,,,,,,
2474,49.48,O6,,,,,,
2475,49.5,O6,,,,,,
2476,49.52,O6,,,,,,
2477,49.54,O6,,,,,,
2478,49.56,O6,,,,,,
2479,49.58,O6,,,,,,
2480,49.6,O6,,,,,,
2481,49.62,O6,,,,,,
2482,49.64,O6,,,,,,
2483,49.66,O6,,,,,,
2484,49.68,O6,,,,,,
2485,49.7,O6,,,,,,
2486,49.72,O6,,,,,,
2487,49.74,O6,,,,,,
2488,49.76,O6,,,,,,
2489,49.78,O6,,,,,,
2490,49.8,O6,,,,,,
2491,49.82,O6,,,,,,
2492,49.84,O6,,,,,,
2493,49.86,O6,,,,,,
2494,49.88,O6,,,,,,
2495,49.9,O6,,,,,,
2496,49.92,O6,,,,,,
2497,49.94,O6,,,,,,
2498,49.96,O6,,,,,,
2499,49.98,O6,,,,,,
2500,50,O6,,,,,,
2501,50.02,O6,,,,,,
2502,50.04,O6,O6,,,,,
2503,50.06,O6,O6,,,,,
2504,50.08,O6,O6,,,,,
2505,50.1,O6,O6,,,,,
2506,50.12,O6,O6,,,,,
2507,50.14,O6,O6,,,,,
2508,50.16,O6,O6,,,,,
2509,50.18,O6,O6,,,,,
2510,50.2,O6,O6,,,,,
2511,50.22,O6,O6,,,,,
2512,50.24,O6,O6,,,,,
2513,50.26,O6,O6,,,,,
2514,50.28,O6,O6,,,,,
2515,50.3,O6,O6,,,,,
2516,50.32,O6,O6,,,,,
2517,50.34,O6,O6,,,,,
2518,50.36,O6,O6,,,,,
2519,50.38,O6,O6,,,,,
2520,50.4,O6,O6,,,,,
2521,50.42,O6,O6,,,,,
2522,50.44,O6,O6,,,,,
2523,50.46,O6,O6,,,,,
2524,50.48,O6,O6,,,,,
2525,50.5,O6,O6,,,,,
2526,50.52,O6,O6,,,,,
2527,50.54,O6,O6,,,,,
2528,50.56,O6,O6,,,,,
2529,50.58,O6,O6,,,,,
2530,50.6,O6,,,,,,
2531,50.62,O6,,,,,,
2532,50.64,O6,,,,,,
2533,50.66,O6,,,,,,
2534,50.68,O6,,,,,,
2535,50.7,O6,,,,,,
2536,50.72,O6,,,,,,
2537,50.74,O6,,,,,,
2538,50.76,O6,,,,,,
2539,50.78,O6,,,,,,
2540,50.8,O6,,,,,,
2541,50.82,O6,,,,,,
2542,50.84,O6,,,,,,
2543,50.86,O6,,,,,,
2544,50.88,O6,,,,,,
2545,50.9,O6,,,,,,
2546,50.92,O6,,,,,,
2547,50.94,O6,,,,,,
2548,50.96,O6,,,,,,
2549,50.98,O6,,,,,,
2550,51,O6,,,,,,
2551,51.02,O6,,,,,,
2552,51.04,O6,,,,,,
2553,51.06,O6,,,,,,
2554,51.08,O6,,,,,,
2555,51.1,O6,,,,,,
2556,51.12,O6,,,,,,
2557,51.14,O6,,,,,,
2558,51.16,O6,,,,,,
2559,51.18,O6,,,,,,
2560,51.2,O6,,,,,,
2561,51.22,O6,,,,,,
2562,51.24,O6,,,,,,
2563,51.26,O6,,,,,,
2564,51.28,O6,,,,,,
2565,51.3,O6,,,,,,
2566,51.32,O6,,,,,,
2567,51.34,O6,,,,,,
2568,51.36,O6,,,,,,
2569,51.38,O6,,,,,,
2570,51.4,O6,,,,,,
2571,51.42,O6,,,,,,
2572,51.44,O6,,,,,,
2573,51.46,O6,,,,,,
2574,51.48,O6,,,,,,
2575,51.5,O6,,,,,,
2576,51.52,O6,,,,,,
2577,51.54,O6,,,,,,
2578,51.56,O6,,,,,,
2579,51.58,O6,,,,,,
2580,51.6,O6,,,,,,
2581,51.62,O6,,,,,,
2582,51.64,O6,,,,,,
2583,51.66,O6,,,,,,
2584,51.68,O6,,,,,,
2585,51.7,O6,,,,,,
2586,51.72,O6,,,,,,
2587,51.74,O6,,,,,,
2588,51.76,O6,,,,,,
2589,51.78,O6,,,,,,
2590,51.8,O6,,,,,,
2591,51.82,O6,,,,,,
2592,51.84,O6,,,,,,
2593,51.86,O6,,,,,,
2594,51.88,O6,,,,,,
2595,51.9,O6,,,,,,
2596,51.92,O6,,,,,,
2597,51.94,O6,,,,,,
2598,51.96,O6,,,,,,
2599,51.98,O6,,,,,,
2600,52,O6,,,,,,
2601,52.02,O6,,,,,,
2602,52.04,O6,,,,,,
2603,52.06,O6,,,,,,
2604,52.08,O6,,,,,,
2605,52.1,O6,,,,,,
2606,52.12,O6,,,,,,
2607,52.14,O6,,,,,,
2608,52.16,O6,,,,,,
2609,52.18,O6,,,,,,
2610,52.2,O6,,,,,,
2611,52.22,O6,,,,,,
2612,52.24,O6,,,,,,
2613,52.26,O6,,,,,,
2614,52.28,O6,,,,,,
2615,52.3,O6,,,,,,
2616,52.32,O6,,,,,,
2617,52.34,O6,,,,,,
2618,52.36,O6,,,,,,
2619,52.38,,,,,,,
2620,52.4,,,,,,,
2621,52.42,,,,,,,
2622,52.44,,,,,,,
2623,52.46,,,,,,,
2624,52.48,,,,,,,
2625,52.5,,,,,,,
2626,52.52,O5,,,,,,
2627,52.54,O5,,,,,,
2628,52.56,O5,,,,,,
2629,52.58,O5,,,,,,
2630,52.6,O5,,,,,,
2631,52.62,O5,,,,,,
2632,52.64,O5,,,,,,
2633,52.66,O5,,,,,,
2634,52.68,O5,,,,,,
2635,52.7,O5,,,,,,
2636,52.72,O5,,,,,,
2637,52.74,O5,,,,,,
2638,52.76,O5,,,,,,
2639,52.78,O5,,,,,,
2640,52.8,O5,,,,,,
2641,52.82,O5,,,,,,
2642,52.84,O5,,,,,,
2643,52.86,O5,,,,,,
2644,52.88,O5,O2,,,,,
2645,52.9,O5,O2,,,,,
2646,52.92,O5,O2,,,,,
2647,52.94,O5,O2,,,,,
2648,52.96,O5,O2,,,,,
2649,52.98,O5,O2,,,,,
2650,53,,O2,,,,,
2651,53.02,,O2,,,,,
2652,53.04,,O2,,,,,
2653,53.06,,O2,,,,,
2654,53.08,,O2,,,,,
2655,53.1,,O2,,,,,
2656,53.12,,O2,,,,,
2657,53.14,,O2,,,,,
2658,53.16,,O2,,,,,
2659,53.18,,O2,,,,,
2660,53.2,,O2,,,,,
2661,53.22,,O2,,,,,
2662,53.24,,O2,,,,,
2663,53.26,,,,,,,
2664,53.28,,,,,,,
2665,53.3,,,,,,,
2666,53.32,,,,,,,
2667,53.34,,,,,,,
2668,53.36,,,,,,,
2669,53.38,,,,,,,
2670,53.4,,,,,,,
2671,53.42,,,,,,,
2672,53.44,,,,,,,
2673,53.46,,O7,,,,,
2674,53.48,,O7,,,,,
2675,53.5,,,,,,,
2676,53.52,,,,,,,
2677,53.54,,,,,,,
2678,53.56,,,,,,,
2679,53.58,,,,,,,
2680,53.6,,,,,,,
2681,53.62,,,,,,,
2682,53.64,,,,,,,
2683,53.66,,,,,,,
2684,53.68,,,,,,,
2685,53.7,,,,,,,
2686,53.72,,,,,,,
2687,53.74,,,,,,,
2688,53.76,,,,,,,
2689,53.78,,,,,,,
2690,53.8,,,,,,,
2691,53.82,,,,,,,
2692,53.84,,,,,,,
2693,53.86,,,,,,,
2694,53.88,,,,,,,
2695,53.9,,,,,,,
2696,53.92,,,,,,,
2697,53.94,,,,,,,
2698,53.96,,,,,,,
2699,53.98,,,,,,,
2700,54,,,,,,,
2701,54.02,,,,,,,
2702,54.04,,,,,,,
2703,54.06,,,,,,,
2704,54.08,,,,,,,
2705,54.1,,,,,,,
2706,54.12,,,,,,,
2707,54.14,,,,,,,
2708,54.16,,,,,,,
2709,54.18,,,,,,,
2710,54.2,,,,,,,
2711,54.22,,,,,,,
2712,54.24,,,,,,,
2713,54.26,,,,,,,
2714,54.28,,,,,,,
2715,54.3,,,,,,,
2716,54.32,,,,,,,
2717,54.34,,,,,,,
2718,54.36,,,,,,,
2719,54.38,,,,,,,
2720,54.4,,,,,,,
2721,54.42,,,,,,,
2722,54.44,,,,,,,
2723,54.46,,,,,,,
2724,54.48,,,,,,,
2725,54.5,,,,,,,
2726,54.52,,,,,,,
2727,54.54,,,,,,,
2728,54.56,,,,,,,
2729,54.58,,,,,,,
2730,54.6,,,,,,,
2731,54.62,,,,,,,
2732,54.64,,,,,,,
2733,54.66,,,,,,,
2734,54.68,,,,,,,
2735,54.7,,,,,,,
2736,54.72,,,,,,,
2737,54.74,,,,,,,
2738,54.76,,,,,,,
2739,54.78,,,,,,,
2740,54.8,,,,,,,
2741,54.82,,,,,,,
2742,54.84,,,,,,,
