Frame,Time,M Gaze,P1 Gaze,P2 Gaze,M ASR,P1 ASR,P2 ASR,
994,19.88,,,,,,,
995,19.9,,,,,,,
996,19.92,,,,,,,
997,19.94,,,,,,,
998,19.96,,,,,,,
999,19.98,,,,,,,
1000,20,,,,,,,
1001,20.02,,,,,,,
1002,20.04,,,,,,,
1003,20.06,,,,,,,
1004,20.08,,,,,,,
1005,20.1,,,,,,,
1006,20.12,,,,,,,
1007,20.14,,,,,,,
1008,20.16,,,,,,,
1009,20.18,,,,,,,
1010,20.2,,,,,,,
1011,20.22,,,,,,,
1012,20.24,,,,,,,
1013,20.26,,,,,,,
1014,20.28,,,,,,,
1015,20.3,,,,,,,
1016,20.32,,,,,,,
1017,20.34,,,,,,,
1018,20.36,,,,,,,
1019,20.38,,,,,,,
1020,20.4,,,,,,,
1021,20.42,,,,,,,
1022,20.44,,,,,,,
1023,20.46,,,,,,,
1024,20.48,,,,,,,
1025,20.5,,,,,,,
1026,20.52,,,,,,,
1027,20.54,,,,,,,
1028,20.56,,,,,,,
1029,20.58,,,,,,,
1030,20.6,,,,,,,
1031,20.62,,,,,,,
1032,20.64,,,,,,,
1033,20.66,,,,,,,
1034,20.68,,,,,,,
1035,20.7,,,,,,,
1036,20.72,,,,,,,
1037,20.74,,,,,,,
1038,20.76,,,,,,,
1039,20.78,,,,,,,
1040,20.8,,,,,,,
1041,20.82,,,,,,,
1042,20.84,,,,,,,
1043,20.86,,,,,,,
1044,20.88,,,,,,,
1045,20.9,,,,,,,
1046,20.92,,,,,,,
1047,20.94,,,,,,,
1048,20.96,,,O5,,,,
1049,20.98,,,O5,,,,
1050,21,,,O5,,,,
1051,21.02,,,O5,,,,
1052,21.04,,,O5,,,,
1053,21.06,,,O5,,,,
1054,21.08,,,O5,,,,
1055,21.1,,,O5,,,,
1056,21.12,,,O5,,,,
1057,21.14,,,,,,,
1058,21.16,,,,,,,
1059,21.18,,,,,,,
1060,21.2,,,,,,,
1061,21.22,,,,,,,
1062,21.24,,,,,,,
1063,21.26,,,,,,,
1064,21.28,,,,,,,
1065,21.3,,,,,,,
1066,21.32,,,,,,,
1067,21.34,,,,,,,
1068,21.36,,,,,,,
1069,21.38,,,,,,,
1070,21.4,,,,,,,
1071,21.42,,,,,,,
1072,21.44,,,,,,,
1073,21.46,,,,,,,
1074,21.48,,,,,,,
1075,21.5,,,,,,,
1076,21.52,,,,,,,
1077,21.54,,,,,,,
1078,21.56,,,,,,,
1079,21.58,,,,,,,
1080,21.6,,,,,,,
1081,21.62,,,,,,,
1082,21.64,,,,,,,
1083,21.66,,,,,,,
1084,21.68,,,,,,,
1085,21.7,,,,,,,
1086,21.72,,,,,,,
1087,21.74,,,,,,,
1088,21.76,,,,,,,
1089,21.78,,,,,,,
1090,21.8,,,,,,,
1091,21.82,,,,,,,
1092,21.84,,,,,,,
1093,21.86,,,,,,,
1094,21.88,,,,,,,
1095,21.9,,,,,,,
1096,21.92,,,,,,,
1097,21.94,,,,,,,
1098,21.96,,,,,,,
1099,21.98,,,,,,,
1100,22,,,,,,,
1101,22.02,,,,,,,
1102,22.04,,,,,,,
1103,22.06,,,,,,,
1104,22.08,,,,,,,
1105,22.1,,,,,,,
1106,22.12,,,,,,,
1107,22.14,,,,,,,
1108,22.16,,,,,,,
1109,22.18,,,,,,,
1110,22.2,,,,,,,
1111,22.22,,,,,,,
1112,22.24,,,,,,,
1113,22.26,,,,,,,
1114,22.28,,,,,,,
1115,22.3,,,,,,,
1116,22.32,,,,,,,
1117,22.34,,,,,,,
1118,22.36,,,,,,,
1119,22.38,,,,,,,
1120,22.4,,,,,,,
1121,22.42,,,,,,,
1122,22.44,,,,,,,
1123,22.46,,,,,,,
1124,22.48,,,,,,,
1125,22.5,,,,,,,
1126,22.52,,,,,,,
1127,22.54,P1,,,,,,
1128,22.56,P1,,,,,,
1129,22.58,P1,,,,,,
1130,22.6,P1,,,,,,
1131,22.62,P1,,,,,,
1132,22.64,P1,,,,,,
1133,22.66,P1,,,,,,
1134,22.68,P1,,,,,,
1135,22.7,P1,,,,,,
1136,22.72,P1,,,,,,
1137,22.74,P1,,,,,,
1138,22.76,P1,,,,,,
1139,22.78,P1,,,,,,
1140,22.8,P1,,,,,,
1141,22.82,P1,,,,,,
1142,22.84,P1,,,,,,
1143,22.86,P1,,,,,,
1144,22.88,P1,,,,,,
1145,22.9,P1,,,,,,
1146,22.92,P1,,,,,,
1147,22.94,P1,,,,,,
1148,22.96,P1,,,,,,
1149,22.98,P1,,,,,,
1150,23,P1,,,,,,
1151,23.02,P1,,,,,,
1152,23.04,P1,,,,,,
1153,23.06,P1,,,,,,
1154,23.08,P1,,,,,,
1155,23.1,P1,,,,,,
1156,23.12,P1,M,,,,,
1157,23.14,P1,M,,,,,
1158,23.16,P1,M,,,,,
1159,23.18,P1,M,M,,,,
1160,23.2,P1,M,M,,,,
1161,23.22,P1,M,M,,,,
1162,23.24,P1,M,M,,,,
1163,23.26,P1,M,M,,,,
1164,23.28,P1,M,M,,,,
1165,23.3,P1,M,M,,,,
1166,23.32,P1,M,M,,,,
1167,23.34,P1,M,M,,,,
1168,23.36,P1,M,M,,,,
1169,23.38,P1,M,M,,,,
1170,23.4,P1,M,M,,,,
1171,23.42,P1,M,M,,,,
1172,23.44,P1,M,,,,,
1173,23.46,P1,M,,,,,
1174,23.48,P1,M,,,,,
1175,23.5,P1,M,,,,,
1176,23.52,P1,M,,,,,
1177,23.54,P1,M,,,,,
1178,23.56,P1,M,,,,,
1179,23.58,P1,M,,,,,
1180,23.6,P1,M,,,,,
1181,23.62,P1,M,,,,,
1182,23.64,P1,M,,,,,
1183,23.66,P1,M,,,,,
1184,23.68,P1,M,,,,,
1185,23.7,P1,M,,,,,
1186,23.72,P1,M,,,,,
1187,23.74,P1,M,,,,,
1188,23.76,P1,M,,,,,
1189,23.78,P1,M,M,,,,
1190,23.8,P1,M,M,,,,
1191,23.82,P1,M,M,,,,
1192,23.84,P1,M,M,,,,
1193,23.86,P1,M,M,,,,
1194,23.88,P1,M,M,,,,
1195,23.9,P1,M,M,,,,
1196,23.92,P1,M,M,,,,
1197,23.94,P1,M,M,,,,
1198,23.96,P1,M,M,,,,
1199,23.98,P1,M,M,,,,
1200,24,P1,M,M,,,,
1201,24.02,P1,M,M,,,,
1202,24.04,P1,M,M,,,,
1203,24.06,P1,M,M,,,,
1204,24.08,P1,M,M,,,,
1205,24.1,P1,M,M,,,,
1206,24.12,P1,M,M,,,,
1207,24.14,P1,M,M,,,,
1208,24.16,P1,M,M,,,,
1209,24.18,P1,M,M,,,,
1210,24.2,P1,M,M,,,,
1211,24.22,P1,M,M,,,,
1212,24.24,P1,M,M,,,,
1213,24.26,P1,M,M,,,,
1214,24.28,P1,M,M,,,,
1215,24.3,P1,M,M,,,,
1216,24.32,P1,M,M,,,,
1217,24.34,P1,M,M,,,,
1218,24.36,P1,M,M,,,,
1219,24.38,P1,M,M,,,,
1220,24.4,P1,M,M,,,,
1221,24.42,P1,M,M,,,,
1222,24.44,P1,M,M,,,,
1223,24.46,P1,M,M,,,,
1224,24.48,P1,M,M,,,,
1225,24.5,P1,M,M,,,,
1226,24.52,P1,M,M,,,,
1227,24.54,P1,M,M,,,,
1228,24.56,P1,,M,,,,
1229,24.58,P1,,M,,,,
1230,24.6,P1,,M,,,,
1231,24.62,P1,,M,,,,
1232,24.64,P1,,M,,,,
1233,24.66,P1,,M,,,,
1234,24.68,P1,,M,,,,
1235,24.7,P1,,M,,,,
1236,24.72,P1,,M,,,,
1237,24.74,P1,,M,,,,
1238,24.76,P1,,M,,,,
1239,24.78,P1,,M,,,,
1240,24.8,P1,,M,,,,
1241,24.82,P1,,M,,,,
1242,24.84,P1,,M,,,,
1243,24.86,P1,,M,,,,
1244,24.88,P1,,M,,,,
1245,24.9,P1,,M,,,,
1246,24.92,P1,,M,,,,
1247,24.94,P1,,M,,,,
1248,24.96,P1,,M,,,,
1249,24.98,P1,,M,,,,
1250,25,P1,,M,,,,
1251,25.02,P1,,M,,,,
1252,25.04,P1,,M,,,,
1253,25.06,P1,,M,,,,
1254,25.08,P1,,M,,,,
1255,25.1,,,M,,,,
1256,25.12,,,M,,,,
1257,25.14,,,M,,,,
1258,25.16,,,M,,,,
1259,25.18,,,M,,,,
1260,25.2,,,M,,,,
1261,25.22,,,M,,,,
1262,25.24,,,M,,,,
1263,25.26,,,M,,,,
1264,25.28,P2,,M,,,,
1265,25.3,P2,,M,,,,
1266,25.32,P2,,M,,,,
1267,25.34,P2,,M,,,,
1268,25.36,P2,,M,,,,
1269,25.38,P2,,M,,,,
1270,25.4,P2,,M,,,,
1271,25.42,P2,,M,,,,
1272,25.44,P2,,M,,,,
1273,25.46,P2,,M,,,,
1274,25.48,P2,,M,,,,
1275,25.5,P2,,M,,,,
1276,25.52,P2,,M,,,,
1277,25.54,P2,,M,,,,
1278,25.56,P2,,M,,,,
1279,25.58,P2,,M,,,,
1280,25.6,P2,,M,,,,
1281,25.62,P2,,M,,,,
1282,25.64,P2,,M,,,,
1283,25.66,P2,,M,,,,
1284,25.68,P2,,M,,,,
1285,25.7,P2,,M,,,,
1286,25.72,P2,,M,,,,
1287,25.74,P2,,M,,,,
1288,25.76,P2,,M,,,,
1289,25.78,P2,,M,,,,
1290,25.8,P2,,M,,,,
1291,25.82,P2,,M,,,,
1292,25.84,P2,,M,,,,
1293,25.86,P2,,M,,,,
1294,25.88,P2,,M,,,,
1295,25.9,P2,,M,,,,
1296,25.92,P2,,M,,,,
1297,25.94,P2,,M,,,,
1298,25.96,P2,,M,,,,
1299,25.98,P2,,M,,,,
1300,26,P2,,M,,,,
1301,26.02,P2,,M,,,,
1302,26.04,P2,,M,,,,
1303,26.06,P2,,M,,,,
1304,26.08,P2,,M,,,,
1305,26.1,P2,,M,,,,
1306,26.12,P2,,M,,,,
1307,26.14,P2,,M,,,,
1308,26.16,P2,,M,,,,
1309,26.18,P2,,M,,,,
1310,26.2,P2,,M,,,,
1311,26.22,P2,,M,,,,
1312,26.24,P2,,M,,,,
1313,26.26,P2,,M,,,,
1314,26.28,P2,,M,,,,
1315,26.3,P2,,M,,,,
1316,26.32,P2,,M,,,,
1317,26.34,P2,,M,,,,
1318,26.36,P2,,M,,,,
1319,26.38,P2,,M,,,,
1320,26.4,P2,,M,,,,
1321,26.42,P2,,M,,,,
1322,26.44,P2,,M,,,,
1323,26.46,P2,,M,,,,
1324,26.48,P2,,M,,,,
1325,26.5,P2,,M,,,,
1326,26.52,P2,,M,,,,
1327,26.54,P2,,M,,,,
1328,26.56,P2,,M,,,,
1329,26.58,P2,,M,,,,
1330,26.6,P2,,M,,,,
1331,26.62,P2,,M,,,,
1332,26.64,P2,,M,,,,
1333,26.66,P2,,M,,,,
1334,26.68,P2,,M,,,,
1335,26.7,P2,,M,,,,
1336,26.72,P2,,M,,,,
1337,26.74,P2,,M,,,,
1338,26.76,P2,,M,,,,
1339,26.78,P2,,M,,,,
1340,26.8,P2,,M,,,,
1341,26.82,P2,,M,,,,
1342,26.84,P2,,M,,,,
1343,26.86,P2,,M,,,,
1344,26.88,P2,,M,,,,
1345,26.9,P2,,M,,,,
1346,26.92,P2,,M,,,,
1347,26.94,P2,,M,,,,
1348,26.96,P2,,M,,,,
1349,26.98,,,M,,,,
1350,27,,,M,,,,
1351,27.02,,,M,,,,
1352,27.04,,,M,,,,
1353,27.06,,,M,,,,
1354,27.08,,,M,,,,
1355,27.1,,,M,,,,
1356,27.12,,,M,,,,
1357,27.14,,,M,,,,
1358,27.16,,,M,,,,
1359,27.18,,,M,,,,
1360,27.2,,,M,,,,
1361,27.22,,,M,,,,
1362,27.24,,,M,,,,
1363,27.26,,,M,,,,
1364,27.28,,,M,,,,
1365,27.3,,,M,,,,
1366,27.32,,,M,,,,
1367,27.34,,,M,,,,
1368,27.36,,,M,,,,
1369,27.38,,,M,,,,
1370,27.4,,,M,,,,
1371,27.42,P1,,M,,,,
1372,27.44,P1,,M,,,,
1373,27.46,P1,,M,,,,
1374,27.48,P1,,M,,,,
1375,27.5,P1,,M,,,,
1376,27.52,P1,,M,,,,
1377,27.54,P1,,M,,,,
1378,27.56,P1,,M,,,,
1379,27.58,P1,,M,,,,
1380,27.6,P1,,M,,,,
1381,27.62,P1,,M,,,,
1382,27.64,P1,,M,,,,
1383,27.66,P1,,M,,,,
1384,27.68,P1,,M,,,,
1385,27.7,P1,,M,,,,
1386,27.72,P1,,M,,,,
1387,27.74,P1,,M,,,,
1388,27.76,P1,,M,,,,
1389,27.78,P1,,M,,,,
1390,27.8,P1,,M,,,,
1391,27.82,P1,M,M,,,,
1392,27.84,P1,M,M,,,,
1393,27.86,P1,M,M,,,,
1394,27.88,P1,M,M,,,,
1395,27.9,P1,M,M,,,,
1396,27.92,P1,M,M,,,,
1397,27.94,P1,M,M,,,,
1398,27.96,P1,M,M,,,,
1399,27.98,P1,M,,,,,
1400,28,P1,M,,,,,
1401,28.02,P1,M,,,,,
1402,28.04,P1,M,,,,,
1403,28.06,P1,M,,,,,
1404,28.08,P1,M,,,,,
1405,28.1,P1,M,,,,,
1406,28.12,P1,M,,,,,
1407,28.14,P1,M,,,,,
1408,28.16,P1,,,,,,
1409,28.18,P1,,,,,,
1410,28.2,P1,,,,,,
1411,28.22,P1,,,,,,
1412,28.24,P1,,,,,,
1413,28.26,P1,,,,,,
1414,28.28,P1,,,,,,
1415,28.3,P1,,,,,,
1416,28.32,P1,,,,,,
1417,28.34,P1,,,,,,
1418,28.36,P1,,,,,,
1419,28.38,P1,,,,,,
1420,28.4,P1,,,,,,
1421,28.42,P1,,,,,,
1422,28.44,P1,,,,,,
1423,28.46,P1,,,,,,
1424,28.48,P1,,,,,,
1425,28.5,P1,,,,,,
1426,28.52,P1,,,,,,
1427,28.54,P1,,,,,,
1428,28.56,P1,,,,,,
1429,28.58,P1,,,,,,
1430,28.6,P1,,,,,,
1431,28.62,P1,,,,,,
1432,28.64,P1,,,,,,
1433,28.66,P1,,,,,,
1434,28.68,P1,,,,,,
1435,28.7,P1,,,,,,
1436,28.72,P1,,,,,,
1437,28.74,P1,,,,,,
1438,28.76,P1,,,,,,
1439,28.78,P1,,,,,,
1440,28.8,P1,,,,,,
1441,28.82,P1,,,,,,
1442,28.84,P1,,,,,,
1443,28.86,P1,,,,,,
1444,28.88,P1,,,,,,
1445,28.9,P1,,,,,,
1446,28.92,P1,,,,,,
1447,28.94,P1,,,,,,
1448,28.96,P1,,,,,,
1449,28.98,P1,,,,,,
1450,29,P1,,,,,,
1451,29.02,P1,,,,,,
1452,29.04,P1,,,,,,
1453,29.06,,,,,,,
1454,29.08,,,,,,,
1455,29.1,,,,,,,
1456,29.12,,,,,,,
1457,29.14,,,,,,,
1458,29.16,,,,,,,
1459,29.18,,,,,,,
1460,29.2,,,,,,,
1461,29.22,,,,,,,
1462,29.24,,,,,,,
1463,29.26,,,,,,,
1464,29.28,,,,,,,
1465,29.3,,,,,,,
1466,29.32,,,,,,,
1467,29.34,,,,,,,
1468,29.36,,,,,,,
1469,29.38,,,,,,,
1470,29.4,,,,,,,
1471,29.42,,,,,,,
1472,29.44,,,,,,,
1473,29.46,,,,,,,
1474,29.48,,,,,,,
1475,29.5,,,,,,,
1476,29.52,,,,,,,
1477,29.54,,,,,,,
1478,29.56,,,,,,,
1479,29.58,,,,,,,
1480,29.6,,,,,,,
1481,29.62,,,,,,,
1482,29.64,,,,,,,
1483,29.66,,,,,,,
1484,29.68,,,,,,,
1485,29.7,,,,,,,
1486,29.72,,,,,,,
1487,29.74,,,,,,,
1488,29.76,,,,,,,
1489,29.78,,,,,,,
1490,29.8,,,,,,,
1491,29.82,P2,,,,,,
1492,29.84,P2,,,,,,
1493,29.86,P2,,,,,,
1494,29.88,P2,,,,,,
1495,29.9,P2,,,,,,
1496,29.92,P2,,,,,,
1497,29.94,P2,,,,,,
1498,29.96,P2,,,,,,
1499,29.98,P2,,,,,,
1500,30,P2,,,,,,
1501,30.02,P2,,,,,,
1502,30.04,P2,,,,,,
1503,30.06,P2,,,,,,
1504,30.08,P2,,,,,,
1505,30.1,P2,,,,,,
1506,30.12,P2,,,,,,
1507,30.14,P2,,,,,,
1508,30.16,P2,,,,,,
1509,30.18,P2,,,,,,
1510,30.2,P2,,,,,,
1511,30.22,P2,,,,,,
1512,30.24,P2,,,,,,
1513,30.26,P2,,,,,,
1514,30.28,P2,,,,,,
1515,30.3,P2,,,,,,
1516,30.32,P2,,,,,,
1517,30.34,P2,,,,,,
1518,30.36,P2,,,,,,
1519,30.38,P2,,,,,,
1520,30.4,P2,,,,,,
1521,30.42,P2,,,,,,
1522,30.44,P2,,,,,,
1523,30.46,P2,,,,,,
1524,30.48,P2,,,,,,
1525,30.5,P2,,,,,,
1526,30.52,P2,,,,,,
1527,30.54,P2,,,,,,
1528,30.56,P2,,,,,,
1529,30.58,P2,,,,,,
1530,30.6,P2,,,,,,
1531,30.62,P2,,,,,,
1532,30.64,P2,,,,,,
1533,30.66,P2,,,,,,
1534,30.68,P2,,,,,,
1535,30.7,P2,,,,,,
1536,30.72,P2,,,,,,
1537,30.74,P2,,,,,,
1538,30.76,P2,,,,,,
1539,30.78,P2,,,,,,
1540,30.8,P2,,M,,,,
1541,30.82,P2,,M,,,,
1542,30.84,P2,,M,,,,
1543,30.86,P2,,M,,,,
1544,30.88,P2,,M,,,,
1545,30.9,P2,,M,,,,
1546,30.92,P2,,M,,,,
1547,30.94,P2,,M,,,,
1548,30.96,P2,,M,,,,
1549,30.98,P2,,M,,,,
1550,31,P2,,M,,,,
1551,31.02,P2,,M,,,,
1552,31.04,P2,,M,,,,
1553,31.06,P2,,M,,,,
1554,31.08,P2,,M,,,,
1555,31.1,P2,,M,,,,
1556,31.12,P2,,M,,,,
1557,31.14,P2,,M,,,,
1558,31.16,P2,,M,,,,
1559,31.18,P2,,M,,,,
1560,31.2,P2,,M,,,,
1561,31.22,P2,,M,,,,
1562,31.24,P2,,M,,,,
1563,31.26,P2,,M,,,,
1564,31.28,P2,,M,,,,
1565,31.3,P2,,M,,,,
1566,31.32,P2,,M,,,,
1567,31.34,P2,,M,,,,
1568,31.36,P2,,M,,,,
1569,31.38,P2,,M,,,,
1570,31.4,P2,,M,,,,
1571,31.42,P2,,M,,,,
1572,31.44,P2,,M,,,,
1573,31.46,P2,,M,,,,
1574,31.48,P2,,M,,,,
1575,31.5,P2,,M,,,,
1576,31.52,P2,,M,,,,
1577,31.54,P2,,M,,,,
1578,31.56,P2,,M,,,,
1579,31.58,P2,,M,,,,
1580,31.6,P2,,M,,,,
1581,31.62,P2,,M,,,,
1582,31.64,P2,,M,,,,
1583,31.66,P2,,M,,,,
1584,31.68,P2,,M,,,,
1585,31.7,P2,,M,,,,
1586,31.72,P2,,M,,,,
1587,31.74,P2,,M,,,,
1588,31.76,P2,,M,,,,
1589,31.78,P2,,M,,,,
1590,31.8,P2,,M,,,,
1591,31.82,P2,,M,,,,
1592,31.84,P2,,M,,,,
1593,31.86,P2,,M,,,,
1594,31.88,P2,,M,,,,
1595,31.9,P2,,M,,,,
1596,31.92,P2,,M,,,,
1597,31.94,P2,,M,,,,
1598,31.96,P2,,M,,,,
1599,31.98,P2,,M,,,,
1600,32,P2,,M,,,,
1601,32.02,P2,,M,,,,
1602,32.04,P2,,M,,,,
1603,32.06,P2,,M,,,,
1604,32.08,P2,,M,,,,
1605,32.1,P2,,M,,,,
1606,32.12,P2,,M,,,,
1607,32.14,P2,,M,,,,
1608,32.16,P2,M,M,,,,
1609,32.18,P2,M,M,,,,
1610,32.2,P2,M,M,,,,
1611,32.22,P2,M,M,,,,
1612,32.24,P2,M,M,,,,
1613,32.26,P2,M,M,,,,
1614,32.28,P2,M,M,,,,
1615,32.3,P2,M,M,,,,
1616,32.32,P2,M,M,,,,
1617,32.34,P2,M,M,,,,
1618,32.36,P2,,M,,,,
1619,32.38,P2,,M,,,,
1620,32.4,P2,,M,,,,
1621,32.42,P2,,M,,,,
1622,32.44,P2,,M,,,,
1623,32.46,P2,,M,,,,
1624,32.48,P2,,M,,,,
1625,32.5,P2,,M,,,,
1626,32.52,P2,,M,,,,
1627,32.54,P2,,M,,,,
1628,32.56,P2,,M,,,,
1629,32.58,P2,,M,,,,
1630,32.6,P2,,M,,,,
1631,32.62,P2,,M,,,,
1632,32.64,P2,,M,,,,
1633,32.66,P2,,M,,,,
1634,32.68,P2,,M,,,,
1635,32.7,P2,,M,,,,
1636,32.72,P2,,M,,,,
1637,32.74,P2,M,M,,,,
1638,32.76,P2,M,M,,,,
1639,32.78,P2,M,M,,,,
1640,32.8,P2,M,M,,,,
1641,32.82,P2,M,M,,,,
1642,32.84,P2,M,M,,,,
1643,32.86,P2,M,M,,,,
1644,32.88,P2,M,M,,,,
1645,32.9,P2,M,M,,,,
1646,32.92,P2,M,M,,,,
1647,32.94,P2,M,M,,,,
1648,32.96,P2,M,M,,,,
1649,32.98,P2,M,M,,,,
1650,33,P2,M,M,,,,
1651,33.02,P2,,M,,,,
1652,33.04,P2,,M,,,,
1653,33.06,P2,,M,,,,
1654,33.08,P2,,M,,,,
1655,33.1,P2,,M,,,,
1656,33.12,P2,,M,,,,
1657,33.14,P2,,M,,,,
1658,33.16,P2,,M,,,,
1659,33.18,P2,,M,,,,
1660,33.2,P2,,M,,,,
1661,33.22,P2,,M,,,,
1662,33.24,P2,,M,,,,
1663,33.26,P2,,M,,,,
1664,33.28,,,M,,,,
1665,33.3,,,M,,,,
1666,33.32,,,M,,,,
1667,33.34,,,M,,,,
1668,33.36,,,M,,,,
1669,33.38,,,M,,,,
1670,33.4,,,M,,,,
1671,33.42,,,M,,,,
1672,33.44,,,M,,,,
1673,33.46,,,M,,,,
1674,33.48,,,M,,,,
1675,33.5,,,M,,,,
1676,33.52,,,M,,,,
1677,33.54,,,M,,,,
1678,33.56,,,M,,,,
1679,33.58,,,M,,,,
1680,33.6,,,M,,,,
1681,33.62,,,M,,,,
1682,33.64,,,,,,,
1683,33.66,,,,,,,
1684,33.68,,,,,,,
1685,33.7,,,,,,,
1686,33.72,,,,,,,
1687,33.74,,,,,,,
1688,33.76,,,,,,,
1689,33.78,,,,,,,
1690,33.8,,,,,,,
1691,33.82,,,,,,,
1692,33.84,,,,,,,
1693,33.86,,,,,,,
1694,33.88,,,,,,,
1695,33.9,,,,,,,
1696,33.92,,,,,,,
1697,33.94,,,M,,,,
1698,33.96,,,M,,,,
1699,33.98,,,M,,,,
1700,34,,,M,,,,
1701,34.02,,,M,,,,
1702,34.04,,,M,,,,
1703,34.06,,,M,,,,
1704,34.08,,,M,,,,
1705,34.1,,,M,,,,
1706,34.12,,,M,,,,
1707,34.14,,,M,,,,
1708,34.16,,,M,,,,
1709,34.18,,,M,,,,
1710,34.2,,,M,,,,
1711,34.22,,,M,,,,
1712,34.24,,,M,,,,
1713,34.26,,,M,,,,
1714,34.28,,,M,,,,
1715,34.3,,,M,,,,
1716,34.32,,,M,,,,
1717,34.34,P2,,M,,,,
1718,34.36,P2,,M,,,,
1719,34.38,P2,,M,,,,
1720,34.4,P2,,M,,,,
1721,34.42,P2,,M,,,,
1722,34.44,P2,,M,,,,
1723,34.46,P2,,M,,,,
1724,34.48,P2,,M,,,,
1725,34.5,P2,,,,,,
1726,34.52,P2,,,,,,
1727,34.54,P2,,,,,,
1728,34.56,P2,,,,,,
1729,34.58,P2,,,,,,
1730,34.6,P2,,,,,,
1731,34.62,P2,,,,,,
1732,34.64,P2,,,,,,
1733,34.66,P2,,,,,,
1734,34.68,P2,,,,,,
1735,34.7,P2,,,,,,
1736,34.72,P2,,,,,,
1737,34.74,P2,,,,,,
1738,34.76,P2,,,,,,
1739,34.78,P2,,,,,,
1740,34.8,P2,,,,,,
1741,34.82,P2,,,,,,
1742,34.84,P2,,,,,,
1743,34.86,P2,,,,,,
1744,34.88,P2,,,,,,
1745,34.9,P2,,,,,,
1746,34.92,P2,,,,,,
1747,34.94,P2,,,,,,
1748,34.96,P2,,,,,,
1749,34.98,P2,,,,,,
1750,35,P2,,,,,,
1751,35.02,P2,,,,,,
1752,35.04,P2,,,,,,
1753,35.06,P2,,,,,,
1754,35.08,P2,,,,,,
1755,35.1,P2,,,,,,
1756,35.12,P2,,,,,,
1757,35.14,P2,,,,,,
1758,35.16,P2,,,,,,
1759,35.18,P2,,,,,,
1760,35.2,P2,,,,,,
1761,35.22,P2,,,,,,
1762,35.24,P2,,,,,,
1763,35.26,P2,,,,,,
1764,35.28,P2,,,,,,
1765,35.3,P2,,,,,,
1766,35.32,P2,,,,,,
1767,35.34,P2,,,,,,
1768,35.36,P2,,,,,,
1769,35.38,P2,,,,,,
1770,35.4,P2,,,,,,
1771,35.42,P2,,,,,,
1772,35.44,P2,,,,,,
1773,35.46,P2,,,,,,
1774,35.48,P2,,,,,,
1775,35.5,P2,,,,,,
1776,35.52,P2,,,,,,
1777,35.54,P2,,,,,,
1778,35.56,P2,,,,,,
1779,35.58,P2,,,,,,
1780,35.6,P2,,,,,,
1781,35.62,P2,,,,,,
1782,35.64,P2,,,,,,
1783,35.66,P2,,,,,,
1784,35.68,P2,,,,,,
1785,35.7,P2,,,,,,
1786,35.72,P2,,,,,,
1787,35.74,P2,,,,,,
1788,35.76,P2,,,,,,
1789,35.78,P2,,,,,,
1790,35.8,P2,,,,,,
1791,35.82,P2,,,,,,
1792,35.84,P2,,,,,,
1793,35.86,P2,,,,,,
1794,35.88,P2,,,,,,
1795,35.9,P2,,,,,,
1796,35.92,P2,,,,,,
1797,35.94,P2,,,,,,
1798,35.96,P2,,,,,,
1799,35.98,P2,,,,,,
1800,36,P2,,,,,,
1801,36.02,P2,O5,,,,,
1802,36.04,P2,O5,,,,,
1803,36.06,P2,O5,,,,,
1804,36.08,P2,O5,,,,,
1805,36.1,P2,O5,,,,,
1806,36.12,P2,O5,,,,,
1807,36.14,P2,O5,,,,,
1808,36.16,P2,O5,,,,,
1809,36.18,P2,O5,,,,,
1810,36.2,,O5,,,,,
1811,36.22,,O5,,,,,
1812,36.24,,O5,,,,,
1813,36.26,,O5,,,,,
1814,36.28,,O5,O2,,,,
1815,36.3,,O5,O2,,,,
1816,36.32,,O5,O2,,,,
1817,36.34,,O5,O2,,,,
1818,36.36,,O5,O2,,,,
1819,36.38,,O5,O2,,,,
1820,36.4,,O5,O2,,,,
1821,36.42,,O5,O2,,,,
1822,36.44,,O5,O2,,,,
1823,36.46,,O5,O2,,,,
1824,36.48,,O5,O2,,,,
1825,36.5,,O5,O2,,,,
1826,36.52,,O5,O2,,,,
1827,36.54,,O5,O2,,,,
1828,36.56,,O5,O2,,,,
1829,36.58,,O5,O2,,,,
1830,36.6,,O5,O2,,,,
1831,36.62,,O5,O2,,,,
1832,36.64,,O5,O2,,,,
1833,36.66,,O5,O2,,,,
1834,36.68,,O5,O2,,,,
1835,36.7,,O5,O2,,,,
1836,36.72,,O5,O2,,,,
1837,36.74,,O5,,,,,
1838,36.76,,O5,,,,,
1839,36.78,,,,,,,
1840,36.8,,,,,,,
1841,36.82,,,,,,,
1842,36.84,,,,,,,
1843,36.86,,,,,,,
1844,36.88,,,,,,,
1845,36.9,,O6,O7,,,,
1846,36.92,,,O7,,,,
1847,36.94,,,O7,,,,
1848,36.96,,,O7,,,,
1849,36.98,,,O7,,,,
1850,37,,,O7,,,,
1851,37.02,,O7,O7,,,,
1852,37.04,,O7,O7,,,,
1853,37.06,,O7,O7,,,,
1854,37.08,,O7,O7,,,,
1855,37.1,,O7,O7,,,,
1856,37.12,,O7,O7,,,,
1857,37.14,,,O7,,,,
1858,37.16,,,O7,,,,
1859,37.18,,,O7,,,,
1860,37.2,,,O7,,,,
1861,37.22,,,,,,,
1862,37.24,,,,,,,
