1519920612.57;0;{'P2D': [], 'P2F': [], 'P2A': [], 'P2ASR': ['so '], 'P2N': [], 'P2V': [], 'P2P': []}
1519920613.13;0;{'P1A': [], 'P1D': [], 'P1F': [], 'P1ASR': ['hello '], 'P1N': [], 'P1P': [], 'P1V': []}
1519920621.2;0;{'P2D': [], 'P2F': [], 'P2A': [], 'P2ASR': ['hello '], 'P2N': [], 'P2V': [], 'P2P': []}
1519920621.33;0;{'P1A': [], 'P1D': [], 'P1F': [], 'P1ASR': ['hello '], 'P1N': [], 'P1P': [], 'P1V': []}
1519920622.57;0;{'P2D': [], 'P2F': [], 'P2A': [], 'P2ASR': ['hi '], 'P2N': [], 'P2V': [], 'P2P': []}
1519920622.69;0;{'P1A': [], 'P1D': [], 'P1F': [], 'P1ASR': ['hi '], 'P1N': [], 'P1P': [], 'P1V': []}
1519920631.24;0;{'P2D': [], 'P2F': [], 'P2A': [], 'P2ASR': ['hi '], 'P2N': [], 'P2V': [], 'P2P': []}
1519920631.27;0;{'P1A': [], 'P1D': [], 'P1F': [], 'P1ASR': ['hi '], 'P1N': [], 'P1P': [], 'P1V': []}
1519924021.61;0;{'P1HL': ['T4']}
1519924021.66;0;{'P1HL': ['T4']}
1519924021.69;0;{'P1HL': ['T4']}
1519924021.75;0;{'P1HL': ['T4']}
1519924021.85;0;{'P1HL': ['T4']}
1519924021.88;0;{'P1HL': ['T4']}
1519924021.9;0;{'P1HL': ['T4']}
1519924021.95;0;{'P1HL': ['T4']}
1519924021.97;0;{'P1HL': ['T4']}
1519924022.01;0;{'P1HL': ['T4']}
1519924022.05;0;{'P1HL': ['T4']}
1519924022.1;0;{'P1HL': ['T4']}
1519924022.14;0;{'P1HL': ['T4']}
1519924022.19;0;{'P1HL': ['T4']}
1519924042.23;0;{'P1HL': ['T4']}
1519924042.25;0;{'P1HL': ['T4']}
1519924042.29;0;{'P1HL': ['T4']}
1519924042.35;0;{'P1HL': ['T4']}
1519924042.38;0;{'P1HL': ['T4']}
1519924042.44;0;{'P1HL': ['T4']}
1519924042.46;0;{'P1HL': ['T4']}
1519924042.48;0;{'P1HL': ['T4']}
1519924042.52;0;{'P1HL': ['T4']}
1519924042.55;0;{'P1HL': ['T4']}
1519924042.57;0;{'P1HL': ['T4']}
1519924042.6;0;{'P1HL': ['T4']}
1519924042.65;0;{'P1HL': ['T4']}
1519924042.67;0;{'P1HL': ['T4']}
1519924042.71;0;{'P1HL': ['T4']}
1519924042.74;0;{'P1HL': ['T4']}
1519924042.77;0;{'P1HL': ['T4']}
1519924042.79;0;{'P1HL': ['T4']}
1519924042.85;0;{'P1HL': ['T4']}
1519924042.87;0;{'P1HL': ['T4']}
1519924042.91;0;{'P1HL': ['T4']}
1519924042.95;0;{'P1HL': ['T4']}
1519924042.97;0;{'P1HL': ['T4']}
1519924042.99;0;{'P1HL': ['T4']}
1519924043.03;0;{'P1HL': ['T4']}
1519924043.07;0;{'P1HL': ['T4']}
1519924043.1;0;{'P1HL': ['T4']}
1519924043.13;0;{'P1HL': ['T4']}
1519924043.17;0;{'P1HL': ['T4']}
1519924043.19;0;{'P1HL': ['T4']}
1519924043.23;0;{'P1HL': ['T4']}
1519924043.28;0;{'P1HL': ['T4']}
1519924043.31;0;{'P1HL': ['T4']}
1519924043.52;0;{'P1HL': ['T4']}
1519924043.54;0;{'P1HL': ['T4']}
1519924043.57;0;{'P1HL': ['T4']}
1519924043.64;0;{'P1HL': ['T4']}
1519924043.67;0;{'P1HL': ['T4']}
1519924043.73;0;{'P1HL': ['T4']}
1519924043.76;0;{'P1HL': ['T4']}
1519924043.78;0;{'P1HL': ['T4']}
1519924043.83;0;{'P1HL': ['T4']}
1519924043.85;0;{'P1HL': ['T4']}
1519924043.87;0;{'P1HL': ['T4']}
1519924043.93;0;{'P1HL': ['T4']}
1519924043.95;0;{'P1HL': ['T4']}
1519924043.98;0;{'P1HL': ['T4']}
1519924044.0;0;{'P1HL': ['T4']}
1519924044.05;0;{'P1HL': ['T4']}
1519924044.09;0;{'P1HL': ['T4']}
1519924044.14;0;{'P1HL': ['T4']}
1519924044.18;0;{'P1HL': ['T4']}
1519924044.19;0;{'P1HL': ['T4']}
1519924044.24;0;{'P1HL': ['T4']}
1519924044.26;0;{'P1HL': ['T4']}
1519924049.7;0;{'P1HL': ['T2']}
1519924049.73;0;{'P1HL': ['T2']}
1519924049.81;0;{'P1HL': ['T2']}
1519924049.84;0;{'P1HL': ['T2']}
1519924049.88;0;{'P1HL': ['T2']}
1519924049.92;0;{'P1HL': ['T2']}
1519924049.98;0;{'P1HL': ['T2']}
1519924050.04;0;{'P1HL': ['T2']}
1519924050.13;0;{'P1HL': ['T2']}
1519924050.15;0;{'P1HL': ['T2']}
1519924050.18;0;{'P1HL': ['T2']}
1519924050.24;0;{'P1HL': ['T2']}
1519924050.37;0;{'P1HL': ['T2']}
1519924050.48;0;{'P1HL': ['T2']}
1519924050.57;0;{'P1HL': ['T2']}
1519924050.62;0;{'P1HL': ['T2']}
1519924050.68;0;{'P1HL': ['T2']}
1519924050.72;0;{'P1HL': ['T2']}
1519924050.74;0;{'P1HL': ['T2']}
1519924050.81;0;{'P1HL': ['T2']}
1519924050.84;0;{'P1HL': ['T2']}
1519924050.93;0;{'P1HL': ['T2']}
1519924050.96;0;{'P1HL': ['T2']}
1519924051.0;0;{'P1HL': ['T2']}
1519924051.03;0;{'P1HL': ['T2']}
1519924051.09;0;{'P1HL': ['T2']}
1519924051.13;0;{'P1HL': ['T2']}
1519924051.18;0;{'P1HL': ['T2']}
1519924051.23;0;{'P1HL': ['T2']}
1519924051.26;0;{'P1HL': ['T2']}
1519924051.33;0;{'P1HL': ['T2']}
1519924051.36;0;{'P1HL': ['T2']}
1519924051.61;0;{'P1HL': ['T2']}
1519924051.65;0;{'P1HL': ['T2']}
1519924051.73;0;{'P1HL': ['T2']}
1519924051.76;0;{'P1HL': ['T2']}
1519924051.81;0;{'P1HL': ['T2']}
1519924051.84;0;{'P1HL': ['T2']}
1519924051.89;0;{'P1HL': ['T2']}
1519924051.94;0;{'P1HL': ['T2']}
1519924051.99;0;{'P1HL': ['T2']}
1519924052.02;0;{'P1HL': ['T2']}
1519924052.05;0;{'P1HL': ['T2']}
1519924052.08;0;{'P1HL': ['T2']}
1519924052.15;0;{'P1HL': ['T2']}
1519924052.21;0;{'P1HL': ['T2']}
1519924052.25;0;{'P1HL': ['T2']}
1519924052.27;0;{'P1HL': ['T2']}
1519924052.48;0;{'P1HL': ['T2']}
1519924052.49;0;{'P1HL': ['T2']}
1519924052.56;0;{'P1HL': ['T2']}
1519924052.59;0;{'P1HL': ['T2']}
1519924052.61;0;{'P1HL': ['T2']}
1519924052.68;0;{'P1HL': ['T2']}
1519924052.71;0;{'P1HL': ['T2']}
1519924052.73;0;{'P1HL': ['T2']}
1519924052.79;0;{'P1HL': ['T2']}
1519924052.84;0;{'P1HL': ['T2']}
1519924052.93;0;{'P1HL': ['T2']}
1519924053.05;0;{'P1HL': ['T2']}
1519924053.09;0;{'P1HL': ['T2']}
1519924053.12;0;{'P1HL': ['T2']}
1519924053.15;0;{'P1HL': ['T2']}
1519924053.22;0;{'P1HL': ['T2']}
1519924053.24;0;{'P1HL': ['T2']}
1519924053.31;0;{'P1HL': ['T2']}
1519924053.34;0;{'P1HL': ['T2']}
1519924053.37;0;{'P1HL': ['T2']}
1519924053.42;0;{'P1HL': ['T2']}
1519924053.45;0;{'P1HL': ['T2']}
1519924053.52;0;{'P1HL': ['T2']}
1519924053.56;0;{'P1HL': ['T2']}
1519924053.68;0;{'P1HL': ['T2']}
1519924053.74;0;{'P1HL': ['T2']}
1519924053.79;0;{'P1HL': ['T2']}
1519924053.87;0;{'P1HL': ['T2']}
1519924054.05;0;{'P1HL': ['T2']}
1519924054.14;0;{'P1HL': ['T2']}
1519924054.18;0;{'P1HL': ['T2']}
1519924054.24;0;{'P1HL': ['T2']}
1519924054.26;0;{'P1HL': ['T2']}
1519924054.29;0;{'P1HL': ['T2']}
1519924054.35;0;{'P1HL': ['T2']}
1519924054.38;0;{'P1HL': ['T2']}
1519924054.44;0;{'P1HL': ['T2']}
1519924054.47;0;{'P1HL': ['T2']}
1519924054.67;0;{'P1HL': ['T2']}
1519924054.69;0;{'P1HL': ['T2']}
1519924054.77;0;{'P1HL': ['T2']}
1519924054.79;0;{'P1HL': ['T2']}
1519924054.85;0;{'P1HL': ['T2']}
1519924054.87;0;{'P1HL': ['T2']}
1519924054.89;0;{'P1HL': ['T2']}
